application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file
05839291,1977-10-04,Utility,"NOT, DEFINED",3101,206,597000,9246,DCM14940,Patented Case,1981-04-15,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4274540,1981-06-23,CONTAINERS AND SUPPORT COMBINATIONS,UNDISCOUNTED,false
05839522,1977-10-05,Utility,"HICKEY, ROBERT",2601,320,039000,9310,P9050482,Patented Case,1980-12-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4266178,1981-05-05,CHARGE CONTROL CIRCUIT,UNDISCOUNTED,false
05839445,1977-10-05,Utility,"POLLARD, STEVEN M",2401,220,090200,9286,NONE,Patented Case,1982-06-29,FILE REPOSITORY (FRANCONIA),2002-01-04,,,,,4322015,1982-03-30,CONTAINER LID,UNDISCOUNTED,false
05839550,1977-10-05,Utility,"WALSH, DONALD P",2201,362,368000,9317,,Patented Case,1983-03-02,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4363086,1982-12-07,LUMINAIRE,UNDISCOUNTED,false
05839785,1977-10-05,Design,"YASICH, DANIEL",2605,415,052000,9384,NONE,Patented Case,1980-04-22,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D254788,1980-04-22,LIQUID DISPENSING VACUUM CLEANER,UNDISCOUNTED,false
05839716,1977-10-05,Utility,"NOT, DEFINED",1205,560,043000,9364,BAYER321,Patented Case,1981-04-22,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4284791,1981-08-18,"COMBATING FUNGI WITH N-CH LOROACETYL-N-(2,6-DI-SUBSTITUTED PHENYL)-ALANINE ESTERS",UNDISCOUNTED,false
05839699,1977-10-05,Utility,"PIANALTO, BERNARD D",1502,204,999999,9361,EM2258,Patented Case,1981-04-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4272347,1981-06-09,BUBBLE MEMORY OPTIMIZATION BY ADJUSTING PROPERTIES OF QUARTZ FILM,UNDISCOUNTED,false
05839756,1977-10-05,Utility,"NOT, DEFINED",1506,252,514000,9375,3168,Patented Case,1981-01-30,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4267074,1981-05-12,SELF SUPPORTING ELECTRICAL RESISTOR COMPOSED OF GLASS REFRACTORY MATERIALS AND NOBLE METAL OXIDE,UNDISCOUNTED,false
05839603,1977-10-05,Utility,"WITYSHYN, MICHAEL G",1301,156,353000,9329,,Patented Case,1983-11-17,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4411725,1983-10-25,DAYLIGHT FILM SPLICER,UNDISCOUNTED,false
05839552,1977-10-05,Utility,"NOT, DEFINED",1106,585,323000,9318,P-463,Patented Case,1982-03-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4300007,1981-11-10,METHOD FOR PREPARING C3-C4 OLEFINES AND VINYLAROMATIC COMPOUNDS,UNDISCOUNTED,false
05839777,1977-10-06,Utility,"RAYMOND, RICHARD L",1209,548,262000,9379,OZ32253,Patented Case,1986-04-02,FILE REPOSITORY (FRANCONIA),1997-09-19,,,,,4593104,1986-06-03,2-HALO-N-(AZOLE-1-METHYL)-SUBSTITUTED ACETANILIDES,UNDISCOUNTED,false
05839868,1977-10-06,Utility,"WOO, JAY H",1307,264,168000,9412,C1454029,Patented Case,1980-07-07,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4238439,1980-12-09,PROCESS FOR PRODUCING SELF-CRIMPING POLYAMIDE YARNS,UNDISCOUNTED,false
05839924,1977-10-06,Utility,"WALTON, GEORGE L",3407,251,028000,9426,,Patented Case,1984-01-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4335867,1982-06-22,PNEUMATIC-HYDRAULIC ACTUATOR SYSTEM,UNDISCOUNTED,false
05839456,1977-10-05,Utility,"WERNER, FRANK E",3104,414,037000,9290,,Patented Case,1982-03-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4303365,1981-12-01,CONTINUOUS CHAIN STACKER/UNSTACKER,UNDISCOUNTED,false
05839846,1977-10-06,Utility,"NOT, DEFINED",1302,435,007000,9400,CMS26590,Patented Case,1982-02-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4312942,1982-01-26,PROCESS FOR THE EXTRACTION OF MICROORGANISMS AND DIAGNOSTIC AGENTS CONTAINING THEM,UNDISCOUNTED,false
05839948,1977-10-06,Utility,"GARNER, VIVIAN",1206,562,517000,9437,000000000000,Patented Case,1982-10-26,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4356320,1982-10-26,PREPARATION OF CARBOXYLIC ACIDS,UNDISCOUNTED,false
05840093,1977-10-06,Utility,"SCHMIDT, FREDERICK R",2403,053,469000,9479,,Patented Case,1982-09-14,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4348852,1982-09-14,METHOD AND APPARATUS FOR PACKAGING LOOSE MATERIAL,UNDISCOUNTED,false
05839324,1977-10-04,Utility,"ROSENBERGER, RICHARD A",2507,356,400000,9255,,Patented Case,1981-01-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4259019,1981-03-31,"APPARATUS FOR THE AUTOMATIC ALIGNMENT OF TWO SUPERIMPOSED OBJECTS, FOR EXAMPLE A SEMICONDUCTOR WAFER AND A TRANSPARENT MASK",UNDISCOUNTED,false
05840167,1977-10-06,Utility,"FORD, JOHN M",1201,071,093000,9500,BA8248,Patented Case,1980-11-24,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4257802,1981-03-24,HERBICIDAL SULFONAMIDES,UNDISCOUNTED,false
05839267,1977-10-04,Design,"LUCAS, SUSAN J",2901,413,001000,9241,L-2488,Patented Case,1981-02-05,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D258952,1981-04-21,FAN FOR AUTOMATIC GENERATOR,UNDISCOUNTED,false
05841491,1977-10-06,Utility,"BLUM, THEODORE M",2202,342,379000,9882,60997,Patented Case,1995-04-21,FILE REPOSITORY (FRANCONIA),2018-08-29,,,,,5412391,1995-05-02,ADAPTIVE DECORRELATING SIDELOBE CANCELLER,UNDISCOUNTED,false
05839107,1977-10-03,Design,"NOT, DEFINED",2902,406,200000,9181,NONE,Patented Case,1980-10-05,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D259381,1981-06-02,POSTURE PILLOW FOR MOTOR VEHICLES,UNDISCOUNTED,false
05839031,1977-10-03,Utility,"JOYCE, HAROLD",3404,126,121000,9154,,Patented Case,1980-06-09,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4250867,1981-02-17,HEATING UNIT,UNDISCOUNTED,false
05840329,1977-10-07,Utility,"NOT, DEFINED",1206,568,720000,9552,P473,Patented Case,1980-10-28,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4259534,1981-03-31,"METHOD FOR THE PRODUCTION OF 2,4,6-TRI(3,5-DITERTIARY BUTYL-4-HYDROXYBENZYL) MESITYLENE",UNDISCOUNTED,false
05730221,1977-10-06,Utility,"THALER, MICHAEL H",3731,606,031000,9457,171.0001-03000,Patented Case,2004-04-08,ELECTRONIC,,,,,,6726683,2004-04-27,ELECTRICALLY HEATED SURGICAL CUTTING INSTRUMENT,UNDISCOUNTED,false
05840301,1977-10-07,Utility,"ZIEGLER, JACOB",1501,204,999999,9542,S1295,Patented Case,1980-09-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4256558,1981-03-17,CURED OR UNCURED LINEAR AROMATIC POLYESTER COMPOSITION AND PROCESS FOR PREPARATION THEREOF,UNDISCOUNTED,false
05838874,1977-10-03,Utility,"RIZZO, NICHOLAS",1202,424,114000,9118,,Patented Case,1981-02-26,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4265882,1981-05-05,"SULPHUR ANALOGS OF PENICILLINS HAVING A NUCLEOPHILE SUBSTITUTED IN THE 6 AND 7 POSITION, RESPECTIVELY",UNDISCOUNTED,false
05840317,1977-10-07,Design,"BULLOCK, BARBARA J",2901,411,155000,9546,H26022,Patented Case,1981-03-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D259777,1981-07-07,SELF-WATERING PLANT TRAY,UNDISCOUNTED,false
05840486,1977-10-07,Utility,"HERBERT JR, THOMAS",1504,428,213000,9600,,Patented Case,1982-08-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4331727,1982-05-25,ADHESIVE TRANSFER DEVICE,UNDISCOUNTED,false
05849525,1977-10-09,Utility,"NOT, DEFINED",1302,435,055000,3349,,Patented Case,1981-11-06,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4293644,1981-10-06,"PROCESS FOR PREPARING ADROT-4-ENE-3,17-DIONE",UNDISCOUNTED,false
05840470,1977-10-07,Utility,"JORDAN, CHARLES T",2201,042,016000,9597,000000000000,Patented Case,1986-08-20,FILE REPOSITORY (FRANCONIA),2016-10-25,,,,,4617749,1986-10-21,22 CALIBER RIMFIRE ADAPTER SYSTEM FOR M16 TYPE RIFLE,UNDISCOUNTED,false
05840319,1977-10-07,Utility,"BRYANT III, JAMES E",2403,138,097000,9548,,Patented Case,1982-10-20,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4335752,1982-06-22,FLANGED PIPE,UNDISCOUNTED,false
05840308,1977-10-07,Design,"NOT, DEFINED",2901,415,062000,9544,HM-3,Patented Case,1981-04-07,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D260151,1981-08-11,TOP COVER FOR TANK TYPE SUCTION CLEANER,UNDISCOUNTED,false
05840297,1977-10-07,Utility,"CRANE, DANIEL C",3201,029,999999,9540,NONE,Patented Case,1981-03-26,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4270257,1981-06-02,METHOD IN FUEL INJECTION VALVE,UNDISCOUNTED,false
05840590,1977-10-11,Utility,"WATTS, DOUGLAS D",3103,198,847000,9625,,Patented Case,1981-03-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4270656,1981-06-02,RUBBER AND FABRIC FEED BELT,UNDISCOUNTED,false
05840274,1977-10-07,Utility,"MEISTER, JAMES M",3203,083,177000,9536,G48284,Patented Case,1982-02-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4312254,1982-01-26,FLUID JET APPARATUS FOR CUTTING SHEET MATERIAL,UNDISCOUNTED,false
05840262,1977-10-07,Utility,"NOT, DEFINED",2105,338,020000,9529,RD7519,Patented Case,1982-12-14,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4364021,1982-12-14,LOW VOLTAGE VARISTOR CONFIGURATION,UNDISCOUNTED,false
05841860,1977-10-06,Utility,"NOT, DEFINED",1303,065,121000,9990,,Patented Case,1982-04-20,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4325724,1982-04-20,METHOD FOR MAKING GLASS,UNDISCOUNTED,false
05840951,1977-10-11,Utility,"MOORE, RICHARD",3501,292,281000,9727,NONE,Patented Case,1981-06-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4286814,1981-09-01,UNIVERSALLY PIVOTAL PADLOCK AND STAPLE SHIELDING HASP,UNDISCOUNTED,false
05840896,1977-10-11,Utility,"LONE, WERREN",1206,568,727000,9711,LEA16657,Patented Case,1982-06-30,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4319053,1982-03-09,"PROCESS FOR THE PREPARATION OF 4,4-DIHYDROXY-3,3,5,5-TET RAALKYL-DIPHENYLALKANES",UNDISCOUNTED,false
05840997,1977-10-11,Utility,"NOT, DEFINED",1102,429,193000,9741,RD8246,Patented Case,1981-02-02,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4268587,1981-05-19,"SOLID STATE, AMBIENT TEMPERATURE ELECTROCHEMICAL CELL",UNDISCOUNTED,false
05841024,1977-10-11,Utility,"NOT, DEFINED",3105,114,230000,9750,,Patented Case,1981-05-22,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4281611,1981-08-04,"SYSTEM FOR MOORING A SHIP, PARTICULARLY AN OIL-TANKER, TO AN OFF-SHORE TOWER OR COLUMN",UNDISCOUNTED,false
05841026,1977-10-11,Design,"ROSEN, SAM",2901,D12,318000,9751,,Patented Case,1982-09-28,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D267083,1982-11-30,COMBINED BOAT DECK AND SKI STORAGE WELL,UNDISCOUNTED,false
05841199,1977-10-11,Utility,"NOT, DEFINED",3102,105,136000,9798,CASE 58,Patented Case,1981-05-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4278028,1981-07-14,RESILIENT RAILWAY TRUCK ARTICULATED SHAFT HOUSING,UNDISCOUNTED,false
05841217,1977-10-11,Utility,"NOT, DEFINED",3401,091,999999,9802,NONE,Patented Case,1980-07-31,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4258609,1981-03-31,DUAL SPEED HYDRAULIC PISTON ASSEMBLY,UNDISCOUNTED,false
05841334,1977-10-11,Design,"NOT, DEFINED",2902,409,306000,9835,,Patented Case,1981-02-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D259333,1981-05-26,COMBINED SHIPPING AND PACKAGING ENVELOPE FOR A POTTED PLANT,UNDISCOUNTED,false
05841587,1977-10-11,Utility,"FOELAK, MORTON",1503,521,188000,9910,RM/RR,Patented Case,1982-03-04,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4299925,1981-11-10,RESIN FOAMS,UNDISCOUNTED,false
05839916,1977-10-06,Utility,"ISEN, FORESTER W",2107,084,001010,9425,,Patented Case,1981-03-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4267761,1981-05-19,MUSICAL TONE GENERATOR UTILIZING DIGITAL SLIDING FORMANT FILTER,UNDISCOUNTED,false
05841384,1977-10-12,Utility,"SCHERBEL, DAVID A",3101,222,591000,9849,D-6260,Patented Case,1983-07-01,FILE REPOSITORY (FRANCONIA),1997-04-21,,,,,4401243,1983-08-30,CHARGING A MOLD FOR CONTINUOUS CASTING,UNDISCOUNTED,false
05839813,1977-10-06,Utility,"NOT, DEFINED",2105,200,999999,9391,A31827AJ,Patented Case,1980-12-23,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4267415,1981-05-12,CURRENT LIMITER VACUUM ENVELOPE,UNDISCOUNTED,false
05841391,1977-10-12,Utility,"SKAPARS, ANTHONY",1104,429,015000,9854,,Patented Case,1981-09-04,FILE REPOSITORY (FRANCONIA),1995-05-17,,,,,4162351,1979-07-24,METAL-HALOGEN CELL OPERATION WITH STORAGE OF HALOGEN VIA ORGANIC COMPLEXATION EXTERNAL TO THE ELECTROCHEMICAL CELL,UNDISCOUNTED,false
05841230,1977-10-11,Re-Issue,"MOORE, DAVID K",2606,313,631000,9810,PJ3848,Patented Case,1985-04-23,FILE REPOSITORY (FRANCONIA),2018-11-06,,,,,RE31928,1985-06-25,DISPLAY PANEL FOR DISPLAYING A BAR OF LIGHT,UNDISCOUNTED,false
05841387,1977-10-12,Utility,"YASKO JR, JOHN D",3306,128,075000,9851,LADZA117,Patented Case,1980-12-24,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4258707,1981-03-31,THERAPEUTIC TRACTION APPARATUS FOR APPLYING TRACTION TO A PATIENT BY MEANS OF A DRAWING CABLE,UNDISCOUNTED,false
05841568,1977-10-12,Utility,"CANGIALOSI, SALVATORE A",2202,376,399000,9904,V,Patented Case,1983-09-22,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4416851,1983-11-22,NUCLEAR FUEL FOR LIQUID METAL COOLED NUCLEAR REACTORS,UNDISCOUNTED,false
05841056,1977-10-11,Utility,"SHINE, WILLIAM",1106,252,464000,9757,D94645,Patented Case,1982-07-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4339355,1982-07-13,"CATALYTIC OXIDE OF MOLYBDENUM, VANADIUM, MIOBIUM AND OPTIONAL 4TH METAL",UNDISCOUNTED,false
05841055,1977-10-11,Utility,"SHINE, WILLIAM",1106,252,999999,9756,D94632,Patented Case,1981-02-26,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4277375,1981-07-07,"CATALYTIC OXIDE OF MOLYBDENUM, VANADIUM, TANTALUM AND OPTIONAL 4TH METAL",UNDISCOUNTED,false
05841085,1977-10-11,Utility,"NOT, DEFINED",1107,260,05700R,9766,,Patented Case,1980-05-20,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4203922,1980-05-20,POLYIMIDES PREPARED FROM PERFLUOROISOPROPYLIDENE DIAMINE,UNDISCOUNTED,false
05841316,1977-10-07,Utility,"JORDAN, CHARLES T",2201,102,213000,9831,X506707,Patented Case,1993-03-11,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,5196644,1993-03-23,FUZING SYSTEMS FOR PROJECTILES,UNDISCOUNTED,false
05841608,1977-10-12,Utility,"NOT, DEFINED",1202,424,246000,9918,,Patented Case,1983-08-18,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4410522,1983-10-18,CEPHALOSPORINS,UNDISCOUNTED,false
05840873,1977-10-11,Utility,"HOLLRAH, GLENNON",1202,071,088000,9702,PR4046D,Patented Case,1982-03-30,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4322240,1982-03-30,HALOACYL AND THIOHALOACYL ARYL-SUBSTITUTED OXAZOLIDINES AND THIAZOLIDINES-HERBICIDAL ANTIDOTES,UNDISCOUNTED,false
05841691,1977-10-13,Design,"NOT, DEFINED",2902,D07,040000,9943,,Patented Case,1982-03-23,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D264539,1982-05-25,COVER FOR FOOD DISH,UNDISCOUNTED,false
05841692,1977-10-13,Design,"NOT, DEFINED",2902,D07,038000,9944,,Patented Case,1982-03-23,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D264538,1982-05-25,FOOD TRAY,UNDISCOUNTED,false
05841693,1977-10-13,Design,"NOT, DEFINED",2902,D07,001000,9945,,Patented Case,1982-03-16,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D264415,1982-05-18,FOOD DISH,UNDISCOUNTED,false
05841694,1977-10-13,Design,"NOT, DEFINED",2902,D07,021000,9946,,Patented Case,1982-04-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D264913,1982-06-15,A FOOD DISH,UNDISCOUNTED,false
05841738,1977-10-13,Utility,"WALSH, DONALD P",2201,376,419000,9953,D12999A,Patented Case,1982-10-19,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4355002,1982-10-19,NUCLEAR FUEL ASSEMBLY,UNDISCOUNTED,false
05840618,1977-10-11,Utility,"NOT, DEFINED",3203,081,06700R,9634,NONE,Patented Case,1979-02-13,FILE REPOSITORY (FRANCONIA),1995-04-14,,,,,4138910,1979-02-13,CLEATED CHAIN WRENCH,UNDISCOUNTED,false
05842633,1977-10-07,Utility,"BROWN, DAVID",2201,102,341000,1227,,Patented Case,1994-07-14,FILE REPOSITORY (FRANCONIA),2018-06-22,,,,,5331897,1994-07-26,SHIP DECOY,UNDISCOUNTED,false
05841919,1977-10-13,Utility,"ALBRECHT, DENNIS",1506,252,114000,1013,NONE,Patented Case,1981-12-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4304680,1981-12-08,LAUNDRY SOAP,UNDISCOUNTED,false
05840452,1977-10-07,Utility,"ROBINSON, ALLEN JAY",1205,424,300000,9590,,Patented Case,1982-01-21,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4310537,1982-01-12,ACETYL- AND CARBALKOXYTHI OUREIDOBENZOPHENONES,UNDISCOUNTED,false
05842109,1977-10-14,Design,"NOT, DEFINED",2902,999,999999,1071,NONE,Patented Case,1981-05-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D258998,1981-04-28,COMESTIC BAG WITH A MIRRORED BOTTOM,UNDISCOUNTED,false
05841824,1977-10-13,Utility,"NOT, DEFINED",3304,124,02000R,9983,NONE,Patented Case,1982-12-15,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4373503,1983-02-15,SLINGSHOT WITH OUTER SLEEVE FOR ELASTIC BAND PROTECTION,SMALL,false
05842209,1977-10-14,Utility,"BUFFALOW, EDITH",1504,428,407000,1104,NONE,Patented Case,1982-04-27,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4327151,1982-04-27,ENCAPSULATED BLEACHES AND METHODS FOR THEIR PREPARATION,UNDISCOUNTED,false
05842134,1977-10-14,Utility,"KRASS, ERROL A",2302,364,709000,1078,81898094,Patented Case,1981-05-21,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4291385,1981-09-22,CALCULATOR HAVING MERGED KEY CODES,UNDISCOUNTED,false
05841791,1977-10-13,Utility,"FRINKS, RONALD",3302,999,001500,9974,NONE,Patented Case,1985-07-12,FILE REPOSITORY (FRANCONIA),1997-07-16,,,,,4491986,1985-01-08,HEART VALVE,SMALL,false
05842186,1977-10-14,Utility,"ABRAMS, NEIL",3202,999,06100M,1095,,Patented Case,1984-01-11,FILE REPOSITORY (FRANCONIA),1997-04-24,,,,,4436359,1984-03-13,ELECTRICAL CONNECTOR TERMINATION SYSTEM FOR QUICK FIELD SERVICE,UNDISCOUNTED,false
05842333,1977-10-14,Utility,"SHINE, WILLIAM",1106,252,456000,1132,NONE,Patented Case,1983-06-24,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4384986,1983-05-24,PARTICLES OF AN ALLOY OF NOBLE METALS WITH NON-NOBLE METALS,UNDISCOUNTED,false
05842359,1977-10-14,Utility,"FAVORS, EDWARD G",3404,122,004000,1136,,Patented Case,1979-08-28,FILE REPOSITORY (FRANCONIA),2016-09-06,,,,,4165717,1979-08-28,PROCESS FOR BURNING CARBONACEOUS MATERIALS,UNDISCOUNTED,false
05842438,1977-10-14,Utility,"GARNER, VIVIAN",1206,560,266000,1163,C0721035,Patented Case,1983-01-19,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4377708,1983-03-22,HYDROCARBOXYLATION OF VINYL ALKANOATES,UNDISCOUNTED,false
05842264,1977-10-14,Utility,"COHEN, IRWIN CHARLES",3401,091,449000,1119,R22238,Patented Case,1981-04-22,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4276810,1981-07-07,PROGRAMMED VALVE SYSTEM USED FOR POSITIONING CONTROL,UNDISCOUNTED,false
05842494,1977-10-17,Utility,"SMITH, LEONARD E",3403,417,364000,1176,NWL262,Patented Case,1984-01-05,FILE REPOSITORY (FRANCONIA),1997-04-24,,,,,4435133,1984-03-06,FREE PISTON ENGINE PUMP WITH ENERGY RATE SMOOTHING,UNDISCOUNTED,false
05842525,1977-10-17,Utility,"NOT, DEFINED",2107,084,001010,1184,,Patented Case,1981-06-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4282785,1981-08-11,ELECTRONIC MUSICAL INSTRUMENT,UNDISCOUNTED,false
05843051,1977-10-13,Utility,"BERGIN, JAMES S",3641,102,213000,1358,SCS-540-523,Patented Case,2010-02-17,ELECTRONIC,,,,,,7673565,2010-03-09,INFRA RED PROXIMITY FUZES,UNDISCOUNTED,false
05841652,1977-10-13,Utility,"CHIESA, RICHARD L",1305,055,277000,9930,,Patented Case,1982-09-21,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4336039,1982-06-22,GEOTHERMAL TURBINE,UNDISCOUNTED,false
05842617,1977-10-17,Utility,"NOT, DEFINED",2402,099,339000,1222,,Patented Case,1983-05-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4370920,1983-02-01,ROTATING BARBECUE GRILL,UNDISCOUNTED,false
05842684,1977-10-17,Utility,"LITTLE, WILLIS",2403,033,999999,1243,,Patented Case,1983-03-29,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4363173,1982-12-14,BOLT HOLE LOCATING AND MARKING TOOL,UNDISCOUNTED,false
05842702,1977-10-17,Utility,"WAYNER, WILLIAM E",3404,062,002000,1251,,Patented Case,1981-03-27,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4272268,1981-06-09,CHEMICAL HEAT PUMP,UNDISCOUNTED,false
05842654,1977-10-17,Utility,"CHIN, PETER",1303,426,040000,1236,US1968,Patented Case,1982-07-27,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4341801,1982-07-27,ULTRAFILTRATION PROCESS FOR THE PREPARATION OF CREAM CHEESE,UNDISCOUNTED,false
05842736,1977-10-17,Utility,"NOT, DEFINED",1306,435,034000,1262,PCDI5845,Patented Case,1981-06-09,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4288543,1981-09-08,METHOD AND APPARATUS FOR IDENTIFYING MICROORGANISMS,UNDISCOUNTED,false
05842767,1977-10-17,Utility,"NOT, DEFINED",1205,424,181000,1271,,Patented Case,1982-06-15,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4335115,1982-06-15,ANTI-ACNE COMPOSITION,UNDISCOUNTED,false
05842806,1977-10-17,Utility,"NAFF, DAVID M",1302,426,040000,1282,,Patented Case,1981-03-06,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4268528,1981-05-19,PREPARATION OF CHEESE FROM ULTRAFILTERED MILK,UNDISCOUNTED,false
05842927,1977-10-17,Utility,"YEUNG, JAMES C",3405,126,450000,1322,NONE,Patented Case,1980-06-30,FILE REPOSITORY (FRANCONIA),2018-11-15,,,,,4236507,1980-12-02,DOME SOLAR AIR HEATER,UNDISCOUNTED,false
05842925,1977-10-17,Utility,"BASINGER, SHERMAN D",3105,440,069000,1321,FF6129CI,Patented Case,1983-03-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4363630,1982-12-14,SHIP S HULL WITH A HELICAL CHANNEL AHEAD OF EACH PROPELLER AND METHOD OF ESTABLISHING THE SHAPE OF THE SAME,UNDISCOUNTED,false
05842779,1977-10-17,Utility,"NOT, DEFINED",3502,494,027000,1275,A674CONT,Patented Case,1988-01-28,FILE REPOSITORY (FRANCONIA),2018-07-10,,,,,4734089,1988-03-29,DISPOSABLE CENTRIFUGAL BLOOD PROCESSING SYSTEM,UNDISCOUNTED,false
05843017,1977-10-17,Utility,"NOT, DEFINED",3304,434,201000,1347,TI7085,Patented Case,1984-03-07,FILE REPOSITORY (FRANCONIA),1997-04-28,,,,,4447213,1984-05-08,ELECTRONIC LEARNING AID,UNDISCOUNTED,false
05843014,1977-10-17,Utility,"WHITTENBAUGH, ROBERT",1201,260,999999,1346,TCS7752,Patented Case,1981-04-28,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4282168,1981-08-04,S-(SUBSTITUTED PHENYL) N-ALKYL THIOLCARBAMATES,UNDISCOUNTED,false
05843010,1977-10-17,Utility,"SCHWADRON, MARTIN",3407,137,014000,1344,RHC100,Patented Case,1983-09-08,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4413642,1983-11-08,BLOWOUT PREVENTER CONTROL SYSTEM,UNDISCOUNTED,false
05842693,1977-10-17,Utility,"NOT, DEFINED",1302,435,006000,1247,MIT3001,Patented Case,1981-11-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4299915,1981-11-10,ASSAY FOR MUTAGENESIS IN BACTERIAL CELLS,UNDISCOUNTED,false
05843019,1977-10-17,Utility,"NOT, DEFINED",1305,055,159000,1349,,Patented Case,1982-05-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4330306,1982-05-18,GAS-LIQUID SEPARATOR,UNDISCOUNTED,false
